id,source,title,url,deadline,description,scraped_at,fit,score,fit_reason,fit_match,call_summary,call_deadline
cf372249f784,EIT Climate-KIC,NZC CESF Procurement RFP - Czechia,https://www.climate-kic.org/wp-content/uploads/2026/02/V.2-RFP_2026_SGA2_Task-1.6-Czechia_.pdf,,"Climate KIC is looking for an expert support to facilitate the Community of Practice of
cities in the Czech Republic. *Please note that the deadline for submitting bids has changed and a list of quest",2026-05-28T16:22:12.637147+00:00,NO,2,"This tender seeks expert facilitation of a Community of Practice for cities in the Czech Republic under the NetZeroCities programme, which is focused on municipal climate action and urban net-zero transitions — not technology commercialisation, deep tech support, or startup/grantee advisory services.",none,"This RFP is issued by EIT Climate-KIC under the NetZeroCities programme, seeking expert support to facilitate a Community of Practice (CoP) among cities in the Czech Republic working towards net-zero commitments. The contractor must deliver facilitation, coordination, and knowledge-sharing services to municipal stakeholders engaged in climate city contracting and pilot city programmes.",23 February 2026
6c74076310f1,EIT Climate-KIC,Expert in inclusive climate innovation (long-term),https://www.climate-kic.org/download/73831/?tmstv=1768388726,,"Climate KIC is requesting an expert in inclusive climate entrepreneurship to support DEI (Diversity, Equity & Inclusion) capacity building with climate ventures, Entrepreneurship Support Organisations",2026-05-28T16:22:12.637324+00:00,MAYBE,4,"DevelopMinded supports climate tech ventures with commercialisation and go-to-market strategy, but this tender specifically requires DEI/inclusion expertise and capacity building with ESOs and investors, which is outside DevelopMinded's core competency.",Partnership strategy and stakeholder outreach,"This EIT Climate-KIC RFP seeks expert(s) in inclusive climate entrepreneurship to build DEI capacity across climate ventures, Entrepreneurship Support Organisations, and climate investors. The contractor must deliver DEI capacity-building support, content and toolkit development, and workshop delivery under a 3-year framework agreement worth up to €200,000.",23:59 CET on 18.01.2026
c850370ba659,EIT Climate-KIC,NZC CESF Procurement RFP - Liepaja,https://www.climate-kic.org/wp-content/uploads/2025/11/SGA-MCCC-019-Liepaja-RfP_Final.pdf,,"The NetZeroCities team within Climate KIC is looking for an expert to run a pre-feasibility study for the energy community project of the City of Liepaja. 
*Please note that a list of questions and an",2026-05-28T16:22:12.637501+00:00,NO,2,"This tender requires a technical pre-feasibility study for an energy community project in Liepaja, which is a domain-specific urban energy infrastructure consultancy task outside DevelopMinded's core competencies in technology commercialisation and deep tech venture support.",none,"This RFP from NetZeroCities/Climate-KIC seeks an expert to conduct a pre-feasibility study for an energy community project in the City of Liepaja, as part of the EU Mission on Climate-Neutral and Smart Cities. The contractor must deliver a technical and economic pre-feasibility assessment covering energy community design, stakeholder mapping, and viability analysis for the city's proposed energy community initiative.",13 January 2026
0a3f3340b7fd,EIT Climate-KIC,Advisory services for climate impact assessment,https://www.climate-kic.org/wp-content/uploads/2026/01/SGA-MCCC-019-Liepaja-RfP_FINAL_update-22.12.pdf,,Climate KIC is requesting quotation for a climate advisor that will work on mentoring and validating the climate impact self- assessment of startups with a focus on mitigation potential following a st,2026-05-28T16:22:12.637676+00:00,NO,2,"This tender requires a climate advisor to mentor and validate climate impact self-assessments for startups in a city/urban decarbonisation context, which is outside DevelopMinded's core competencies in technology commercialisation, investment readiness, and deep tech go-to-market strategy.",none,"This is an EIT Climate-KIC procurement under the NetZeroCities programme, seeking a climate advisor to support cities (specifically Liepaja) with mentoring startups on climate impact self-assessment and mitigation potential measurement. The contractor must provide expert advisory services validating climate impact assessments of startups within a structured city-focused decarbonisation framework.",13 January 2026
5d250f0ed88d,EIT Climate-KIC,NZC CESF Procurement RFP - City Finance Specialist,https://www.climate-kic.org/wp-content/uploads/2025/12/NZC-CESF-Procurement-for-CFSS_DEC.-25_FINALQAs-10.12.pdf,,"Climate KIC is looking for a finance expert to support cities in the NetZeroCities programme, through the NZC City Expert Support Facility. *Please note that the deadline for submitting bids has chang",2026-05-28T16:22:12.637864+00:00,NO,2,"This tender seeks a city finance specialist to support municipal net-zero transitions within the NetZeroCities programme, which is outside DevelopMinded's focus on deep tech commercialisation and startup/spinout support.",none,"This RFP from Climate-KIC is seeking a City Finance Specialist to support cities participating in the NetZeroCities programme through the City Expert Support Facility (CESF). The contractor must provide financial expertise to help cities develop and implement climate city contracts and pilot city programmes, focusing on municipal-level finance rather than startup or venture support.",End of January 2026
7835f954210c,EIT Climate-KIC,City Expert Support Facility (CESF) for NetZeroCities programme,https://www.climate-kic.org/wp-content/uploads/2025/09/CESF-Procurement-SGA2-1.6_IRELAND_.pdf,,"Climate KIC is seeking expert support to the Community of Practice of 
cities in Ireland.",2026-05-28T16:22:12.638013+00:00,NO,2,"This tender seeks expert support for a community of practice among Irish cities on climate/net-zero urban transitions, which is city-level policy and climate advisory work rather than technology commercialisation, deep tech support, or research exploitation services that DevelopMinded provides.",none,"The NetZeroCities City Expert Support Facility (CESF) is a Climate-KIC procurement to provide expert support to a community of practice among Irish cities participating in the NetZeroCities programme, focused on helping cities achieve net-zero goals. The contractor must deliver city-facing advisory and capacity-building support within the national (Irish) platform context under the NZC Specific Grant Agreement No.2.","28 October 2025, 23:59 CEST"
91700f8411e9,EIT Climate-KIC,RFP - Research and Analysis of Demand Side and Engagement for Climate Entrepreneurship Support,https://www.climate-kic.org/wp-content/uploads/2025/09/RFP-ESO-Circle-Demand-Analysis.pdf,,"Climate KIC is looking for expert services to conduct a comprehensive research and analysis of at least 30 Entrepreneurial Support Organizations (ESOs) previously supported by ESV Cluster, generating",2026-05-28T16:22:12.638176+00:00,MAYBE,5,"The tender requires research and analysis of entrepreneurial support organizations for climate innovation, which partially aligns with DevelopMinded's market intelligence and evaluation capabilities, but is focused on ESO ecosystem mapping rather than direct commercialisation or deep tech venture support.","Evaluation and assessment of investor readiness, innovation programmes, and startup competitions","EIT Climate-KIC seeks expert services to conduct comprehensive research and analysis of at least 30 Entrepreneurial Support Organizations (ESOs) previously supported by its ESV Cluster, generating insights on their future needs, perceptions, success metrics, and collaboration opportunities. The contractor must deliver remote research and analysis outputs to the Climate-KIC team between October and December 2025.",6 October 2025
4c8183554bde,EIT Climate-KIC,RFP - Market & Supply-Side Analysis for Climate Entrepreneurship Support,https://www.climate-kic.org/wp-content/uploads/2025/09/RFP-ESO-Circle-Supply-Analysis.pdf,,"Climate KIC is looking for expert services to conduct a
comprehensive market and supply-side analysis to map
competitors, identify trends, and generate actionable
recommendations that will strengthen",2026-05-28T16:22:12.638347+00:00,YES,8,"This tender directly requires market sizing, competitor mapping, trend analysis, and strategic recommendations for climate entrepreneurship support — core market intelligence services that DevelopMinded provides, and the cleantech/climate innovation sector aligns with DevelopMinded's ideal client profile.","Go-to-market strategy and market intelligence (market sizing, segmentation, competitive analysis)","EIT Climate-KIC is seeking expert services to conduct a comprehensive market and supply-side analysis of the entrepreneurship support landscape, mapping competitors and identifying trends to strengthen its ESV Cluster's positioning and value proposition for Entrepreneurial Support Organisations (ESOs) globally. The contractor must deliver actionable insights and recommendations to improve Climate-KIC's support strategies, working remotely with the Climate-KIC team between October and December 2025.",6 October 2025
26b1d7723b35,EIT Climate-KIC,NZC CESF Procurement RFP - City Finance Specialised Services,https://www.climate-kic.org/wp-content/uploads/2025/07/3.1-NZC-CESF-Procurement-for-CFSS-Rev03-1.pdf,,,2026-05-28T16:22:12.638550+00:00,NO,2,"This tender is about specialised city finance services for net-zero urban transitions under the NetZeroCities programme, which requires municipal finance and urban climate expertise rather than DevelopMinded's deep tech commercialisation and startup support services.",none,"This RFP from Climate-KIC under the NetZeroCities programme seeks expert support for cities working on Climate City Contracts and net-zero transitions, likely involving city-level financial structuring and climate finance advisory. The contractor must deliver specialised city finance services to help pilot cities access and deploy funding for decarbonisation initiatives.",30 July 2025
1681df560d75,EIT Climate-KIC,RFQ - Learning Methodology,https://www.climate-kic.org/wp-content/uploads/2025/07/RFQ_Learning_Coach.pdf,,"Methodology development and facilitation of peer-to-peer learning
sessions for Entrepreneurship Support Organisations.",2026-05-28T16:22:12.638698+00:00,MAYBE,4,"DevelopMinded supports entrepreneurship support organisations and innovation programmes, but this tender primarily requires learning methodology design and peer-to-peer facilitation expertise, which is peripheral to DevelopMinded's core commercialisation and investment readiness services.","Evaluation and assessment of investor readiness, innovation programmes, and startup competitions",EIT Climate-KIC seeks an expert to design a general peer-to-peer learning methodology and facilitate four learning sessions for a cohort of 13 Entrepreneurship Support Organisations (ESOs) across 13 European and associated countries. The contractor must concretely deliver a learning methodology framework and facilitate the four remote peer-to-peer learning sessions between July and November 2025.,9 July 2025
fe6b9a0b6284,EIT Urban Mobility,Selection Of External Procurement Experts 26 28,https://www.eiturbanmobility.eu/request-for-proposal/selection-of-external-procurement-experts-26-28/,7 June 2026,,2026-05-28T16:22:20.111454+00:00,NO,1,"This tender seeks procurement experts for EIT Urban Mobility's internal procurement processes, which is unrelated to DevelopMinded's technology commercialisation and deep tech support services.",none,"EIT Urban Mobility is seeking an external provider with expertise in procurement-related tasks to support its internal operations over 2026-2028. The contractor must deliver procurement expertise services, likely including advice on tender procedures, contract management, and compliance with EU procurement rules.",7 June 2026
6cfbe93d72b4,EIT Urban Mobility,Expert Evaluators And Rapporteurs Aug26,https://www.eiturbanmobility.eu/request-for-proposal/expert-evaluators-and-rapporteurs-aug26/,31 August 2026,,2026-05-28T16:22:20.726945+00:00,MAYBE,5,"DevelopMinded's expertise in evaluating innovation programmes, startup competitions, and investor readiness aligns with the expert evaluator/rapporteur role for EIT Urban Mobility's calls covering Innovation, Impact Ventures/Investments, and Academy portfolios, though the urban mobility sector focus and individual expert pool format are not a core business match.","Evaluation and assessment of investor readiness, innovation programmes, and startup competitions","EIT Urban Mobility is building a pool of external expert evaluators and rapporteurs to support the assessment and selection of proposals across its business areas including Academy, Innovation, Impact Ventures/Investments, Social Innovation, and lump-sum budget assessment. Selected experts must independently evaluate submitted proposals and/or act as rapporteurs during the evaluation process for EIT UM-funded calls.",31 August 2026
7e931da7edf8,EIT RawMaterials,Request for Proposal:  Organisation of the “Startup Builder” Phase II of the EIT Jumpstarter…,https://www.eitrawmaterials.eu/articles/request-proposal-organisation-startup-builder-phase-ii-eit-jumpstarter-programme-2026-2027,"June 7th, 2026",,2026-05-28T16:22:33.738000+00:00,MAYBE,6,"This tender requires organising and delivering a structured pre-acceleration training programme for 82 early-stage startups, which aligns with DevelopMinded's investment readiness, commercialisation, and startup support expertise, but the primary requirement is programme management and delivery logistics rather than pure consultancy services.","Evaluation and assessment of investor readiness, innovation programmes, and startup competitions","This call is for the organisation and delivery of Phase II ('Startup Builder') of the EIT Jumpstarter pre-acceleration programme on behalf of EIT RawMaterials for 2026-2027. The contractor must design and deliver training, mentoring, and business validation support to up to 82 early-stage startups across multiple sectors, culminating in investor-ready business plans and preparation for the Grand Demo Day pitch competition.","June 7th, 2026"
35673b458b31,EIT RawMaterials,Invitation to Tender: Platform Services for the Further Implementation of the Girls Go STEM Project,https://www.eitrawmaterials.eu/articles/invitation-tender-platform-services-further-implementation-girls-go-stem-project,05.06.2026,,2026-05-28T16:22:34.332858+00:00,NO,1,"This tender is for digital platform services (Moodle LMS hosting, ICT development, UX optimisation) for an educational STEM initiative, which has no overlap with DevelopMinded's technology commercialisation, investment readiness, or strategic consultancy services.",none,"This is a procurement by EIT RawMaterials for technical platform services to support the Girls Go STEM project, an educational initiative targeting 14-19-year-old girls across Europe. The contractor must deliver Moodle Workplace platform hosting/operation (Lot 1) and ICT development/technical implementation of the Circular Learning Space platform (Lot 2), including UX, analytics, multilingual content, and helpdesk services.",05.06.2026
ce579496e8d2,EIT Climate-KIC,NZC CESF Procurement RFP - Poland,https://www.climate-kic.org/wp-content/uploads/2026/05/RFP_2026_SGA2_Task-1.6-Poland-RFP2-15.05-QA_FINAL.pdf,26 May 2026,Climate KIC is looking for an expert support to facilitate the National Platform for Climate Neutral Cities in Poland. *The new deadline for submitting applications is 26 May.,2026-06-01T11:34:13.762601+00:00,NO,2,"This tender seeks expert support for facilitating a National Platform for Climate Neutral Cities in Poland, focused on urban climate transition and city engagement, which is outside DevelopMinded's core competencies in deep tech commercialisation and startup/research venture support.",none,"This RFP from EIT Climate-KIC under the NetZeroCities programme seeks expert support to facilitate the National Platform for Climate Neutral Cities in Poland, working within the EU Mission on Climate-Neutral and Smart Cities framework. The contractor must concretely deliver facilitation services for Polish cities pursuing climate neutrality, including stakeholder engagement, capacity building, and support for Climate City Contracts.",26 May 2026
01094a59d3af,EIT Climate-KIC,Request for Proposals: Climate KIC Travel Management Company Search,https://www.climate-kic.org/wp-content/uploads/2025/07/RFP-Climate-KIC-Travel-Management-Company-Search.pdf,4 August 2025,"Climate KIC is looking for a travel management company to manage all flights, accommodation and rail for the organisation. Deadline: 4 August 2025.",2026-06-01T11:34:13.764473+00:00,NO,1,"This tender is seeking a corporate travel management company to handle flight, rail, and accommodation bookings, which is entirely unrelated to DevelopMinded's technology commercialisation and deep tech advisory services.",none,"Climate KIC is procuring a travel management company to handle all international travel logistics (flights, rail, accommodation, events) across multiple legal entities globally. The contractor must provide booking, management, and support services for travel across EU, UK, Asia, South America, and Africa over a 2+2 year contract term.",4 August 2025
2c35b55410da,EIT Food,EIT Food is inviting proposals for a Managed IT Services partner,https://www.eitfood.eu/open-calls/eit-food-is-inviting-proposals-for-a-managed-it-services-partner,"Deadline: April 10, 2026",,2026-06-01T11:34:19.613048+00:00,NO,1,"This tender is for managed IT services (cloud infrastructure, cybersecurity, network administration) which is entirely outside DevelopMinded's core competencies in technology commercialisation and strategic consultancy.",none,"EIT Food is seeking a managed IT services provider for a three-year contract to deliver a secure, cloud-based working environment across its European hubs. The contractor must provide network administration, cloud services, server management, cybersecurity, and Microsoft office technology support.","Deadline: April 10, 2026"
fe671867329d,EIT Urban Mobility,Mobility Innovation Marketplace Visual Design 26 28,https://www.eiturbanmobility.eu/request-for-proposal/mobility-innovation-marketplace-visual-design-26-28/,24 May 2026,,2026-06-01T11:34:24.078316+00:00,NO,1,"This tender is for graphic design, web design, and UX/UI services for a digital platform, which is entirely outside DevelopMinded's service portfolio of technology commercialisation, market strategy, and investment readiness.",none,"EIT Urban Mobility is seeking a provider to deliver graphic design and web/UX-UI design services for their Mobility Innovation Marketplace, a digital platform showcasing urban mobility innovations. The contractor must produce promotional and communication materials and support the platform's visual and user experience design over 2026-2028.",24 May 2026
1e823ddf97f2,EIT Urban Mobility,Media And Social Media Monitoring And Analysis Software,https://www.eiturbanmobility.eu/request-for-proposal/media-and-social-media-monitoring-and-analysis-software/,20 May 2026,,2026-06-01T11:34:24.849650+00:00,NO,1,"This tender is for a media and social media monitoring software tool, which is entirely unrelated to DevelopMinded's technology commercialisation, investment readiness, or deep tech consultancy services.",none,EIT Urban Mobility is procuring a software solution for online press/media monitoring and social media listening and brand analysis. The contractor must deliver a monitoring system covering online media activities and social media analytics for the organisation.,20 May 2026
2fafec47dd31,EIT Urban Mobility,Project Management Software 26 28,https://www.eiturbanmobility.eu/request-for-proposal/project-management-software-26-28/,27 April 2026,,2026-06-01T11:34:25.944021+00:00,NO,1,"This tender is for a project management software platform (SaaS licenses and migration), which is entirely unrelated to DevelopMinded's technology commercialisation and strategic consultancy services.",none,"EIT Urban Mobility is seeking a supplier to provide a collaborative project management software platform to replace their current Asana setup, covering licenses for 30+ team members and migration support. The contractor must deliver a ready-to-use SaaS solution with task management, time tracking, collaboration features, user support, and data migration from Asana.",27 April 2026
98da7afd7852,EIT Urban Mobility,Rfp Video Production Services 26 28,https://www.eiturbanmobility.eu/request-for-proposal/rfp-video-production-services-26-28/,23 April 2026,,2026-06-01T11:34:27.026142+00:00,NO,1,"This tender is for video production services (filming, editing, post-production), which is entirely unrelated to DevelopMinded's technology commercialisation and strategic consulting services.",none,"EIT Urban Mobility is seeking a professional video production provider to create videos covering its projects, programmes, and initiatives from 2026 to 2028. The contractor must deliver full-cycle video production — from pre-production to post-production — including on-location filming, stakeholder interviews, long-form videos (up to 3 minutes), short-form social media clips in vertical format, and on-site photography.",23 April 2026
4c22c10056ad,EIT Urban Mobility,Eco Albania 26 28,https://www.eiturbanmobility.eu/request-for-proposal/eco-albania-26-28/,23 April 2026,,2026-06-01T11:34:27.815802+00:00,NO,1,"This tender requires a legally registered entity physically based in Albania to act as an EIT Community Officer for local hub coordination, which is entirely outside DevelopMinded's service offering and geographic eligibility.",none,"This call is issued by EIT Urban Mobility seeking a qualified Albanian-registered entity to coordinate and implement EIT Community Hub activities in Albania as an EIT Community Officer. The contractor must provide on-the-ground stakeholder mobilisation, innovation ecosystem engagement, and hub management support within Albania, with a nominated individual serving as the ECO.",23 April 2026
a0ca4984b523,EIT Urban Mobility,Rfp Social Media Agency26 28,https://www.eiturbanmobility.eu/request-for-proposal/rfp-social-media-agency26-28/,27 April 2026,,2026-06-01T11:34:28.599047+00:00,NO,1,"This tender seeks a social media agency for content creation, platform management, and digital communications, which is entirely outside DevelopMinded's technology commercialisation and deep tech strategy services.",none,"EIT Urban Mobility is procuring a social media agency to manage and enhance its presence across LinkedIn, X, Instagram, Facebook, and BlueSky from 2026 to 2028. The contractor must deliver social media strategy refinement, content proofreading, creative design, performance reporting, personal branding for executives, and campaign support for flagship events like the Tomorrow.Mobility World Congress.",27 April 2026
9fb6051ff52e,EIT Urban Mobility,Development Of A Digital Game And A Gamification And Rewards App 26 28,https://www.eiturbanmobility.eu/request-for-proposal/development-of-a-digital-game-and-a-gamification-and-rewards-app-26-28/,21 April 2026,,2026-06-01T11:34:29.368325+00:00,NO,1,"This tender requires software/app development services (digital game and gamification mobile app) which is entirely outside DevelopMinded's service portfolio of commercialisation, strategy, and advisory consulting.",none,"EIT Urban Mobility Foundation is procuring a provider to build two digital tools for the Horizon Europe Shift2Sustain project: a digital game (desktop and mobile) and a gamification/rewards mobile app promoting sustainable mobility behaviours. The contractor must design, develop, and deliver both functional software products, including game mechanics and a real-life rewards system integrated with real-world user behaviour.",21 April 2026
6ac77c53e4b5,EIT Urban Mobility,Strategic Advisory Services For Innovation Uptake And Knowledge Management 26 28,https://www.eiturbanmobility.eu/request-for-proposal/strategic-advisory-services-for-innovation-uptake-and-knowledge-management-26-28/,10 April 2026,,2026-06-01T11:34:30.152357+00:00,YES,8,"This tender directly requires technology commercialisation, exploitation framework development, go-to-market strategy, and knowledge transfer support for Horizon Europe projects — core DevelopMinded competencies.",Technology commercialisation and exploitation of research results,"EIT Urban Mobility is seeking a consultancy to provide strategic advisory services for its Horizon Lab programme, focused on creating an Innovation Uptake and Exploitation Framework for urban mobility solutions developed through Horizon Europe projects (pre-TRL6). The contractor must deliver structured methodologies, templates and tools for commercial exploitation, market access, stakeholder engagement, knowledge transfer, and policy uptake, as well as support knowledge management processes and position Horizon Lab as a key impact enabler in FP10.",10 April 2026
429762e60cce,EIT Urban Mobility,Event Venue Face To Face All Hands Meeting 2026,https://www.eiturbanmobility.eu/request-for-proposal/event-venue-face-to-face-all-hands-meeting-2026/,15 April 2026,,2026-06-01T11:34:30.951742+00:00,NO,1,"This tender is for an event venue with catering, furniture, and audiovisual support, which is entirely unrelated to DevelopMinded's technology commercialisation and strategic consultancy services.",none,"EIT Urban Mobility is seeking a venue provider to host their 2026 Face-to-Face All Hands Meeting in Barcelona's Metropolitan Area on 28 May 2026, with approximately 180 participants. The contractor must provide a physical event space, catering, furniture, staff, and audiovisual support for a full-day programme including plenary sessions, workshops, and an evening cocktail event.",15 April 2026
0987e4bed967,EIT Urban Mobility,Employees Survey Company Certification 26 28,https://www.eiturbanmobility.eu/request-for-proposal/employees-survey-company-certification-26-28/,13 April 2026,,2026-06-01T11:34:31.835742+00:00,NO,1,"This tender is for employee satisfaction surveys and employer certification services, which is entirely outside DevelopMinded's technology commercialisation and deep tech advisory focus.",none,"EIT Urban Mobility is seeking a provider to conduct annual employee surveys that result in a 'great employer' certification, plus an optional supplementary survey for organisational culture diagnosis. The contractor must design, administer, and score employee surveys and deliver certification outcomes based on results.",13 April 2026
